file,actual,predicted,correct,confidence,feature_extraction_ms,inference_ms,total_processing_ms
data\mafaulda\underhang\outer_race\0g\57.7536.csv,underhang,underhang,True,92.96604455558338,177.0576999988407,57.884300003934186,234.94200000277488
data\mafaulda\underhang\outer_race\0g\58.368.csv,underhang,underhang,True,83.72255639097745,172.55650000151945,56.51639999996405,229.0729000014835
data\mafaulda\underhang\outer_race\0g\59.1872.csv,underhang,underhang,True,86.06747996228194,176.4880000046105,58.75240000023041,235.24040000484092
data\mafaulda\underhang\outer_race\0g\60.416.csv,underhang,underhang,True,91.42722654086052,174.56440000387374,57.074199998169206,231.63860000204295
data\mafaulda\underhang\outer_race\0g\61.2352.csv,underhang,underhang,True,85.50571518525278,171.19349999848055,56.75859999610111,227.95209999458166
data\mafaulda\underhang\outer_race\20g\12.9024.csv,underhang,underhang,True,98.89234650967201,173.9173000023584,57.70699999993667,231.62430000229506
data\mafaulda\underhang\outer_race\20g\13.9264.csv,underhang,underhang,True,91.97689902732748,174.88020000018878,56.18590000085533,231.0661000010441
data\mafaulda\underhang\outer_race\20g\15.9744.csv,underhang,underhang,True,95.91947632711621,184.1396000017994,57.957899996836204,242.0974999986356
data\mafaulda\underhang\outer_race\20g\16.384.csv,underhang,underhang,True,92.95816430020284,174.2679999952088,58.93329999526031,233.20129999046912
data\mafaulda\underhang\outer_race\20g\16.9984.csv,underhang,underhang,True,95.88499356849553,175.42990000220016,57.173999994120095,232.60389999632025
data\mafaulda\underhang\outer_race\20g\18.2272.csv,underhang,underhang,True,94.90372829562016,176.87300000397954,56.474299999536015,233.34730000351556
data\mafaulda\underhang\outer_race\20g\19.456.csv,underhang,underhang,True,95.11924553699947,188.73840000014752,57.78419999842299,246.5225999985705
data\mafaulda\underhang\outer_race\20g\20.2752.csv,underhang,underhang,True,95.91826514484262,176.5492999984417,57.75510000239592,234.30440000083763
data\mafaulda\underhang\outer_race\20g\21.0944.csv,underhang,underhang,True,88.89234650967201,170.11549999733688,56.299900003068615,226.4154000004055
data\mafaulda\underhang\outer_race\20g\22.3232.csv,underhang,underhang,True,94.86924553699947,175.25790000217967,56.66149999888148,231.91940000106115
data\mafaulda\underhang\outer_race\20g\23.1424.csv,underhang,underhang,True,94.86924553699946,172.50770000100601,56.44380000012461,228.95150000113063
data\mafaulda\underhang\outer_race\20g\24.3712.csv,underhang,underhang,True,94.79149763353618,177.59030000161147,58.63149999640882,236.2217999980203
data\mafaulda\underhang\outer_race\20g\25.8048.csv,underhang,underhang,True,94.86924553699947,170.00130000087665,56.45530000037979,226.45660000125645
data\mafaulda\underhang\outer_race\20g\26.624.csv,underhang,underhang,True,94.55345606331527,187.61449999874458,55.93580000277143,243.550300001516
data\mafaulda\underhang\outer_race\20g\28.0576.csv,underhang,underhang,True,94.55345606331525,173.65699999936623,55.86010000115493,229.51710000052117
data\mafaulda\underhang\outer_race\20g\28.4672.csv,underhang,underhang,True,95.22012272998194,174.86440000357106,57.78590000409167,232.65030000766274
data\mafaulda\underhang\outer_race\20g\29.4912.csv,underhang,underhang,True,96.44939237037828,172.92109999834793,57.040300001972355,229.96140000032028
data\mafaulda\underhang\outer_race\20g\30.72.csv,underhang,underhang,True,94.52110047923311,174.4375999987824,56.48719999589957,230.92479999468196
data\mafaulda\underhang\outer_race\20g\31.9488.csv,underhang,underhang,True,93.6882513849527,170.87430000538006,57.841599998937454,228.71590000431752
data\mafaulda\underhang\outer_race\20g\32.3584.csv,underhang,underhang,True,87.04237324875199,173.02420000487473,59.41580000217073,232.44000000704546
data\mafaulda\underhang\outer_race\20g\33.1776.csv,underhang,underhang,True,93.03681769319641,191.81000000389758,60.2744000061648,252.08440001006238
data\mafaulda\underhang\outer_race\20g\34.2016.csv,underhang,underhang,True,90.90440457280036,223.76629999780562,60.11150000267662,283.87780000048224
data\mafaulda\underhang\outer_race\20g\35.0208.csv,underhang,underhang,True,83.65457360593085,192.79310000274563,55.95059999905061,248.74370000179624
data\mafaulda\underhang\outer_race\20g\36.6592.csv,underhang,underhang,True,88.34422899994195,174.1431999980705,57.92970000038622,232.0728999984567
data\mafaulda\underhang\outer_race\20g\37.888.csv,underhang,underhang,True,92.87537979359274,167.44199999811826,56.684999995923135,224.1269999940414
data\mafaulda\underhang\outer_race\20g\38.2976.csv,underhang,underhang,True,95.53808113083262,183.8207999971928,58.86370000371244,242.68450000090525
data\mafaulda\underhang\outer_race\20g\39.1168.csv,underhang,underhang,True,91.98523557798708,171.14299999957439,57.653299998492,228.7962999980664
data\mafaulda\underhang\outer_race\20g\40.3456.csv,underhang,underhang,True,99.53808113083262,170.1690999980201,57.236399996327236,227.40549999434734
data\mafaulda\underhang\outer_race\20g\41.3696.csv,underhang,underhang,True,99.51427160702309,165.839599998435,56.6021999984514,222.4417999968864
data\mafaulda\underhang\outer_race\20g\42.3936.csv,underhang,underhang,True,99.71427160702311,166.33860000001732,58.6607000004733,224.99930000049062
data\mafaulda\underhang\outer_race\20g\43.6224.csv,underhang,underhang,True,99.71427160702311,168.5658999995212,56.64219999744091,225.20809999696212
data\mafaulda\underhang\outer_race\20g\44.4416.csv,underhang,underhang,True,99.71427160702311,170.0635000015609,55.637099998421036,225.70059999998193
data\mafaulda\underhang\outer_race\20g\45.6704.csv,underhang,underhang,True,98.71427160702311,169.55740000412334,56.65210000006482,226.20950000418816
data\mafaulda\underhang\outer_race\20g\46.8992.csv,underhang,underhang,True,97.71427160702311,165.68959999858635,57.69259999942733,223.38219999801368
data\mafaulda\underhang\outer_race\20g\47.3088.csv,underhang,underhang,True,83.75001963851916,168.80429999582702,57.00869999418501,225.81299999001203
data\mafaulda\underhang\outer_race\20g\48.3328.csv,underhang,underhang,True,97.66164002807574,209.01500000036322,58.74539999786066,267.7603999982239
data\mafaulda\underhang\outer_race\20g\49.3568.csv,underhang,underhang,True,96.5142716070231,171.34890000306768,56.725299997197,228.07420000026468
data\mafaulda\underhang\outer_race\20g\50.5856.csv,underhang,underhang,True,98.8267716070231,170.77449999487726,56.844200000341516,227.61869999521878
data\mafaulda\underhang\outer_race\20g\51.2.csv,underhang,underhang,True,97.82677160702309,164.3681999994442,55.601399995794054,219.96959999523824
data\mafaulda\underhang\outer_race\20g\52.224.csv,underhang,underhang,True,98.82677160702309,166.52820000308566,56.886299993493594,223.41449999657925
data\mafaulda\underhang\outer_race\20g\53.4528.csv,underhang,underhang,True,96.82677160702309,162.78820000297856,56.275800001458265,219.06400000443682
data\mafaulda\underhang\outer_race\20g\54.0672.csv,underhang,underhang,True,97.8267716070231,166.58949999691686,55.84670000098413,222.43619999790099
data\mafaulda\underhang\outer_race\20g\55.296.csv,underhang,underhang,True,98.5142716070231,159.30950000620214,56.7806000035489,216.09010000975104
data\mafaulda\underhang\outer_race\20g\56.7296.csv,underhang,underhang,True,95.9547477974993,164.95089999807533,56.82399999932386,221.7748999973992
data\mafaulda\underhang\outer_race\20g\57.5488.csv,underhang,underhang,True,96.9547477974993,163.45500000170432,56.091999998898245,219.54700000060257
data\mafaulda\underhang\outer_race\20g\58.5728.csv,underhang,underhang,True,95.9547477974993,161.6472999958205,56.29670000053011,217.9439999963506
data\mafaulda\underhang\outer_race\20g\59.392.csv,underhang,underhang,True,93.9547477974993,162.60470000270288,56.34060000011232,218.9453000028152
data\mafaulda\underhang\outer_race\20g\60.6208.csv,underhang,underhang,True,93.68391446416595,164.94729999976698,55.61219999799505,220.55949999776203
data\mafaulda\underhang\outer_race\20g\61.44.csv,underhang,underhang,True,91.95474779749928,157.05139999772655,55.14540000149282,212.19679999921937
data\mafaulda\underhang\outer_race\35g\13.1072.csv,underhang,underhang,True,93.03352737981788,165.3139000045485,58.12879999575671,223.4427000003052
data\mafaulda\underhang\outer_race\35g\14.7456.csv,underhang,underhang,True,97.90372829562016,171.16680000617635,57.34359999769367,228.51040000387002
data\mafaulda\underhang\outer_race\35g\16.384.csv,underhang,underhang,True,83.35384615384616,169.01810000126716,56.241500002215616,225.25960000348277
data\mafaulda\underhang\outer_race\35g\17.8176.csv,underhang,underhang,True,93.33293617903026,161.40559999621473,57.81030000071041,219.21589999692515
data\mafaulda\underhang\outer_race\35g\18.6368.csv,underhang,underhang,True,93.91108123679663,167.58240000490332,56.200400002126116,223.78280000702944
data\mafaulda\underhang\outer_race\35g\19.2512.csv,underhang,underhang,True,88.58858678226952,164.8120999961975,58.88599999889266,223.69809999509016
data\mafaulda\underhang\outer_race\35g\20.6848.csv,underhang,underhang,True,95.91826514484261,164.76939999847673,55.392899994330946,220.16229999280768
data\mafaulda\underhang\outer_race\35g\21.0944.csv,underhang,underhang,True,90.96114299378289,165.08160000375938,55.25860000489047,220.34020000864984
data\mafaulda\underhang\outer_race\35g\22.3232.csv,underhang,underhang,True,97.86924553699947,161.4666000023135,56.79940000118222,218.26600000349572
data\mafaulda\underhang\outer_race\35g\23.552.csv,underhang,underhang,True,94.9424162687068,166.89469999982975,55.83399999886751,222.72869999869727
data\mafaulda\underhang\outer_race\35g\24.3712.csv,underhang,underhang,True,95.49424553699947,161.23030000017025,57.5066000019433,218.73690000211354
data\mafaulda\underhang\outer_race\35g\25.8048.csv,underhang,underhang,True,94.86924553699947,163.11600000335602,56.25760000111768,219.3736000044737
data\mafaulda\underhang\outer_race\35g\26.2144.csv,underhang,underhang,True,94.62775814904866,163.80499999650056,56.40809999749763,220.21309999399818
data\mafaulda\underhang\outer_race\35g\27.2384.csv,underhang,underhang,True,92.60031100554889,162.605599995004,61.045099995681085,223.6506999906851
data\mafaulda\underhang\outer_race\35g\28.672.csv,underhang,underhang,True,91.4701766954146,160.21460000047227,59.05930000153603,219.2739000020083
data\mafaulda\underhang\outer_race\35g\29.4912.csv,underhang,underhang,True,93.54581548751679,162.2923000031733,45.37759999948321,207.6699000026565
data\mafaulda\underhang\outer_race\35g\30.9248.csv,underhang,underhang,True,94.24239891763682,164.10909999831347,57.19210000097519,221.30119999928866
data\mafaulda\underhang\outer_race\35g\31.5392.csv,underhang,underhang,True,93.42485505798768,164.89340000407537,56.578399999125395,221.47180000320077
data\mafaulda\underhang\outer_race\35g\32.5632.csv,underhang,underhang,True,88.34951411554147,160.37150000192923,56.498400001146365,216.8699000030756
data\mafaulda\underhang\outer_race\35g\33.1776.csv,underhang,underhang,True,87.39165970941121,163.0548000030103,56.1297000022023,219.1845000052126
data\mafaulda\underhang\outer_race\35g\34.2016.csv,underhang,underhang,True,92.47965520490669,166.04679999727523,56.48059999657562,222.52739999385085
data\mafaulda\underhang\outer_race\35g\35.6352.csv,underhang,underhang,True,94.80465520490671,160.6314000018756,55.10650000360329,215.73790000547888
data\mafaulda\underhang\outer_race\35g\36.4544.csv,underhang,underhang,True,93.95542443567594,157.76979999645846,56.72450000565732,214.49430000211578
data\mafaulda\underhang\outer_race\35g\37.4784.csv,underhang,underhang,True,96.95542443567594,162.61119999398943,56.92999999882886,219.5411999928183
data\mafaulda\underhang\outer_race\35g\38.0928.csv,underhang,underhang,True,94.95542443567594,165.06959999969695,55.35809999855701,220.42769999825396
data\mafaulda\underhang\outer_race\35g\39.3216.csv,underhang,underhang,True,97.43551702826854,163.56800000357907,55.38250000245171,218.95050000603078
data\mafaulda\underhang\outer_race\35g\39.936.csv,underhang,underhang,True,94.30959110234261,157.88829999655718,56.4446999997017,214.33299999625888
data\mafaulda\underhang\outer_race\35g\40.96.csv,underhang,underhang,True,94.21445405548141,159.49879999971017,56.70430000463966,216.20310000434984
data\mafaulda\underhang\outer_race\35g\42.1888.csv,underhang,underhang,True,92.9047477974993,162.61300000041956,56.14120000245748,218.75420000287704
data\mafaulda\underhang\outer_race\35g\43.4176.csv,underhang,underhang,True,94.7172477974993,166.1580999934813,56.228800000099,222.3868999935803
data\mafaulda\underhang\outer_race\35g\44.2368.csv,underhang,underhang,True,94.50891446416597,159.98930000205291,57.2838000007323,217.2731000027852
data\mafaulda\underhang\outer_race\35g\45.6704.csv,underhang,underhang,True,96.8422477974993,165.95519999827957,56.92619999899762,222.88139999727719
data\mafaulda\underhang\outer_race\35g\46.8992.csv,underhang,underhang,True,93.02882187157336,162.90630000003148,56.98770000162767,219.89400000165915
data\mafaulda\underhang\outer_race\35g\47.104.csv,underhang,underhang,True,93.95474779749928,160.21940000064205,57.31340000056662,217.53280000120867
data\mafaulda\underhang\outer_race\35g\48.128.csv,underhang,underhang,True,93.02882187157337,165.46479999669828,56.77389999618754,222.2386999928858
data\mafaulda\underhang\outer_race\35g\48.9472.csv,underhang,underhang,True,77.65678116203264,160.35779999947408,55.23659999744268,215.59439999691676
data\mafaulda\underhang\outer_race\35g\58.9824.csv,underhang,underhang,True,79.05819607336136,162.64760000194656,56.147600000258535,218.7952000022051
data\mafaulda\underhang\outer_race\6g\13.5168.csv,underhang,underhang,True,93.90372829562016,171.0155999971903,56.994400001713075,228.00999999890337
data\mafaulda\underhang\outer_race\6g\14.336.csv,underhang,underhang,True,89.97689902732748,176.61909999878844,58.175199999823235,234.79429999861168
data\mafaulda\underhang\outer_race\6g\15.7696.csv,underhang,underhang,True,94.88499356849553,169.90159999841126,56.39849999715807,226.30009999556933
data\mafaulda\underhang\outer_race\6g\16.7936.csv,underhang,underhang,True,97.86924553699947,168.8034000035259,55.95480000192765,224.75820000545355
data\mafaulda\underhang\outer_race\6g\17.6128.csv,underhang,underhang,True,98.86924553699947,163.8080999982776,56.732700002612546,220.54080000089016
data\mafaulda\underhang\outer_race\6g\18.432.csv,underhang,underhang,True,95.90372829562016,161.03310000471538,56.49640000046929,217.52950000518467
data\mafaulda\underhang\outer_race\6g\19.8656.csv,underhang,underhang,True,96.86924553699947,168.11540000344394,56.619499999214895,224.73490000265883
data\mafaulda\underhang\outer_race\6g\20.0704.csv,underhang,underhang,True,98.68991250614647,167.7274999965448,56.307200000446755,224.03469999699155
data\mafaulda\underhang\outer_race\6g\21.0944.csv,underhang,underhang,True,86.91947632711621,164.39700000046287,57.0676999996067,221.46470000006957
data\mafaulda\underhang\outer_race\6g\21.9136.csv,underhang,underhang,True,96.87741250614647,170.03429999749642,57.86480000097072,227.89909999846714
data\mafaulda\underhang\outer_race\6g\23.3472.csv,underhang,underhang,True,97.68991250614647,175.0878000020748,56.448099996487144,231.53589999856194
data\mafaulda\underhang\outer_race\6g\24.1664.csv,underhang,underhang,True,91.55816430020285,166.26700000051642,57.44550000235904,223.71250000287546
data\mafaulda\underhang\outer_race\6g\25.3952.csv,underhang,underhang,True,86.76518184406248,166.36269999435171,55.93980000412557,222.3024999984773
data\mafaulda\underhang\outer_race\6g\26.8288.csv,underhang,underhang,True,95.85867777902185,162.32080000190763,55.225800002517644,217.54660000442527
data\mafaulda\underhang\outer_race\6g\27.8528.csv,underhang,underhang,True,92.50999356849553,169.93989999900805,58.296799994423054,228.2366999934311
data\mafaulda\underhang\outer_race\6g\29.0816.csv,underhang,underhang,True,94.5621260548839,179.75299999670824,57.90180000622058,237.65480000292882
data\mafaulda\underhang\outer_race\6g\29.4912.csv,underhang,underhang,True,89.4803067270826,164.28770000493387,45.70830000011483,209.9960000050487
data\mafaulda\underhang\outer_race\6g\30.5152.csv,underhang,underhang,True,99.85867777902185,165.61430000001565,55.97480000142241,221.58910000143806
data\mafaulda\underhang\outer_race\6g\31.3344.csv,underhang,underhang,True,99.28991250614646,167.66310000093654,57.36240000260295,225.0255000035395
data\mafaulda\underhang\outer_race\6g\31.9488.csv,underhang,underhang,True,98.45867777902185,168.9808999944944,56.19000000297092,225.1708999974653
data\mafaulda\underhang\outer_race\6g\33.3824.csv,underhang,underhang,True,95.04939237037829,168.65490000054706,57.50170000101207,226.15660000155913
data\mafaulda\underhang\outer_race\6g\34.4064.csv,underhang,underhang,True,97.57757887033281,169.69410000456264,56.85800000355812,226.55210000812076
data\mafaulda\underhang\outer_race\6g\35.6352.csv,underhang,underhang,True,94.48157917281314,167.16230000020005,58.85200000193436,226.0143000021344
data\mafaulda\underhang\outer_race\6g\36.4544.csv,underhang,underhang,True,96.76939902732747,166.34169999451842,56.56099999760045,222.90269999211887
data\mafaulda\underhang\outer_race\6g\37.0688.csv,underhang,underhang,True,97.16741626870679,166.12979999626987,56.02720000024419,222.15699999651406
data\mafaulda\underhang\outer_race\6g\38.2976.csv,underhang,underhang,True,89.60189902732748,171.14690000016708,55.559899999934714,226.7068000001018
data\mafaulda\underhang\outer_race\6g\38.912.csv,underhang,underhang,True,95.22662679502258,168.16729999845847,55.9477999995579,224.11509999801638
data\mafaulda\underhang\outer_race\6g\40.5504.csv,underhang,underhang,True,92.06963754771076,167.78180000255816,57.68589999934193,225.46770000190008
data\mafaulda\underhang\outer_race\6g\40.96.csv,underhang,underhang,True,84.74660724468045,167.41010000259848,56.232200004160404,223.6423000067589
data\mafaulda\underhang\outer_race\6g\42.1888.csv,underhang,underhang,True,82.73512399109194,168.47759999654954,56.21889999747509,224.69649999402463
data\mafaulda\underhang\outer_race\6g\43.008.csv,underhang,underhang,True,74.47645478673304,153.94869999727234,58.105199997953605,212.05389999522595
data\mafaulda\underhang\outer_race\6g\44.4416.csv,underhang,underhang,True,87.11349638479493,160.61790000094334,56.48330000258284,217.10120000352617
data\mafaulda\underhang\outer_race\6g\45.6704.csv,underhang,underhang,True,81.73710883329794,162.8502000021399,56.87870000110706,219.72890000324696
data\mafaulda\underhang\outer_race\6g\46.2848.csv,underhang,underhang,True,89.61367396970846,163.6251000018092,57.11390000215033,220.73900000395952
data\mafaulda\underhang\outer_race\6g\47.104.csv,underhang,underhang,True,88.2950196359456,166.4807999986806,57.935700002417434,224.41650000109803
data\mafaulda\underhang\outer_race\6g\48.5376.csv,underhang,underhang,True,95.32143836733351,161.81240000150865,58.690100006060675,220.50250000756932
data\mafaulda\underhang\outer_race\6g\49.9712.csv,underhang,underhang,True,88.49752140857586,164.59240000403952,56.953300001623575,221.5457000056631
data\mafaulda\underhang\outer_race\6g\50.5856.csv,underhang,underhang,True,93.97434588687031,169.7993999987375,57.17559999902733,226.97499999776483
data\mafaulda\underhang\outer_race\6g\51.2.csv,underhang,underhang,True,90.82259964793093,178.94499999965774,56.33269999816548,235.27769999782322
data\mafaulda\underhang\outer_race\6g\52.224.csv,underhang,underhang,True,90.5697797222779,166.41949999757344,56.667800003197044,223.08730000077048
data\mafaulda\underhang\outer_race\6g\53.248.csv,underhang,underhang,True,91.47229736284476,167.64100000000326,58.59319999581203,226.2341999958153
data\mafaulda\underhang\outer_race\6g\54.4768.csv,underhang,underhang,True,91.73108447252018,167.75950000010198,56.87819999729982,224.6376999974018
data\mafaulda\underhang\outer_race\6g\55.7056.csv,underhang,underhang,True,94.41741908299272,167.98730000300566,57.93719999928726,225.92450000229292
data\mafaulda\underhang\outer_race\6g\56.5248.csv,underhang,underhang,True,90.00338399527341,162.40729999844916,56.30090000340715,218.7082000018563
data\mafaulda\underhang\outer_race\6g\57.5488.csv,underhang,underhang,True,91.3640702697832,161.41899999638554,57.49609999475069,218.91509999113623
data\mafaulda\underhang\outer_race\6g\58.5728.csv,underhang,underhang,True,94.27876965770537,166.26589999941643,56.50730000343174,222.77320000284817
data\mafaulda\underhang\outer_race\6g\59.8016.csv,underhang,underhang,True,91.82187742712894,166.04389999702107,56.813399998645764,222.85729999566684
data\mafaulda\underhang\outer_race\6g\60.6208.csv,underhang,underhang,True,93.94543632437203,165.29499999887776,56.85800000355812,222.15300000243587
data\mafaulda\underhang\outer_race\6g\61.6448.csv,underhang,underhang,True,88.70429212529164,169.36229999555508,46.885200004908256,216.24750000046333
data\mafaulda\underhang\cage_fault\0g\13.312.csv,underhang,underhang,True,94.66666666666666,167.6108999963617,57.56929999915883,225.18019999552052
data\mafaulda\underhang\cage_fault\0g\14.5408.csv,underhang,underhang,True,98.0,170.44570000143722,59.71770000178367,230.1634000032209
data\mafaulda\underhang\cage_fault\0g\15.5648.csv,underhang,underhang,True,96.75,170.00249999546213,55.99330000404734,225.99579999950947
data\mafaulda\underhang\cage_fault\0g\16.5888.csv,underhang,underhang,True,84.77222222222223,165.29409999930067,56.18530000356259,221.47940000286326
data\mafaulda\underhang\cage_fault\0g\17.408.csv,underhang,underhang,True,92.08181818181819,166.6509999995469,57.74289999681059,224.3938999963575
data\mafaulda\underhang\cage_fault\0g\18.2272.csv,underhang,underhang,True,85.75893729083013,160.74220000155037,56.72809999668971,217.47029999824008
data\mafaulda\underhang\cage_fault\0g\19.456.csv,underhang,underhang,True,98.03846153846153,170.4888000022038,57.251199999882374,227.74000000208616
data\mafaulda\underhang\cage_fault\0g\20.6848.csv,underhang,underhang,True,90.85555555555557,168.8849999991362,57.34880000090925,226.23380000004545
data\mafaulda\underhang\cage_fault\0g\21.2992.csv,underhang,underhang,True,97.0,166.70169999997597,57.55700000008801,224.25870000006398
data\mafaulda\underhang\cage_fault\0g\22.7328.csv,underhang,underhang,True,91.2,167.55299999931594,56.646299999556504,224.19929999887245
data\mafaulda\underhang\cage_fault\0g\23.9616.csv,underhang,underhang,True,86.07777777777778,178.3754999996745,58.158499996352475,236.53399999602698
data\mafaulda\underhang\cage_fault\0g\24.3712.csv,underhang,underhang,True,95.0,168.80749999836553,57.41919999854872,226.22669999691425
data\mafaulda\underhang\cage_fault\0g\25.6.csv,underhang,underhang,True,98.0,166.83529999863822,55.581799999345094,222.4170999979833
data\mafaulda\underhang\cage_fault\0g\26.8288.csv,underhang,underhang,True,98.02222222222223,168.9662999997381,55.3760000038892,224.34230000362732
data\mafaulda\underhang\cage_fault\0g\27.4432.csv,underhang,underhang,True,95.77222222222223,182.98669999785488,56.34710000595078,239.33380000380566
data\mafaulda\underhang\cage_fault\0g\28.672.csv,underhang,underhang,True,97.92857142857143,177.58450000110315,55.71260000579059,233.29710000689374
data\mafaulda\underhang\cage_fault\0g\29.4912.csv,underhang,underhang,True,99.92857142857143,174.23599999892758,56.287600003997795,230.52360000292538
data\mafaulda\underhang\cage_fault\0g\30.9248.csv,underhang,underhang,True,89.02222222222223,169.86180000094464,55.3377999967779,225.19959999772254
data\mafaulda\underhang\cage_fault\0g\31.9488.csv,underhang,underhang,True,99.5952380952381,167.5531000000774,58.28359999577515,225.83669999585254
data\mafaulda\underhang\cage_fault\0g\32.768.csv,underhang,underhang,True,97.92857142857143,167.62610000296263,56.3592000034987,223.98530000646133
data\mafaulda\underhang\cage_fault\0g\33.9968.csv,underhang,underhang,True,94.93867243867244,169.44469999725698,58.687900003860705,228.13260000111768
data\mafaulda\underhang\cage_fault\0g\34.816.csv,underhang,underhang,True,88.81010101010102,165.22750000149244,54.59120000159601,219.81870000308845
data\mafaulda\underhang\cage_fault\0g\35.2256.csv,underhang,underhang,True,85.02222222222223,167.27639999589883,55.79270000453107,223.0691000004299
data\mafaulda\underhang\cage_fault\0g\36.2496.csv,underhang,underhang,True,89.13448275862069,175.41609999898355,57.87850000342587,233.29460000240942
data\mafaulda\underhang\cage_fault\0g\37.4784.csv,underhang,underhang,True,86.11111111111111,187.61419999646023,59.11699999705888,246.7311999935191
data\mafaulda\underhang\cage_fault\0g\38.2976.csv,underhang,underhang,True,86.0,179.46130000200355,55.61719999968773,235.07850000169128
data\mafaulda\underhang\cage_fault\0g\39.5264.csv,underhang,underhang,True,85.0,170.3233000007458,58.21990000549704,228.54320000624284
data\mafaulda\underhang\cage_fault\0g\40.5504.csv,underhang,underhang,True,88.9,174.62130000058096,57.94940000487259,232.57070000545355
data\mafaulda\underhang\cage_fault\0g\41.7792.csv,underhang,underhang,True,88.92857142857143,179.67420000059064,57.500399998389184,237.17459999897983
data\mafaulda\underhang\cage_fault\0g\42.3936.csv,underhang,underhang,True,65.56666666666666,174.13360000500688,57.505199998558965,231.63880000356585
data\mafaulda\underhang\cage_fault\0g\43.4176.csv,underhang,underhang,True,77.92857142857143,235.096499993233,61.770100001012906,296.8665999942459
data\mafaulda\underhang\cage_fault\0g\44.4416.csv,underhang,underhang,True,85.92857142857143,199.08820000273408,59.57440000202041,258.6626000047545
data\mafaulda\underhang\cage_fault\0g\45.4656.csv,underhang,underhang,True,84.72727272727272,180.32680000032997,58.27800000406569,238.60480000439566
data\mafaulda\underhang\cage_fault\0g\46.4896.csv,underhang,underhang,True,93.75520568816657,184.93380000290927,57.3108999960823,242.24469999899156
data\mafaulda\underhang\cage_fault\0g\47.5136.csv,underhang,underhang,True,86.35044378340467,179.45250000047963,55.7974000039394,235.24990000441903
data\mafaulda\underhang\cage_fault\0g\48.5376.csv,underhang,underhang,True,93.54751082251082,172.45140000159154,58.5676999980933,231.01909999968484
data\mafaulda\underhang\cage_fault\0g\49.7664.csv,underhang,underhang,True,91.51688311688311,179.44830000487855,59.33789999835426,238.7862000032328
data\mafaulda\underhang\cage_fault\0g\50.5856.csv,underhang,underhang,True,92.45010822510824,186.69860000227345,57.30590000166558,244.00450000393903
data\mafaulda\underhang\cage_fault\0g\51.6096.csv,underhang,underhang,True,95.91655844155845,193.2777999973041,56.54630000208272,249.82409999938682
data\mafaulda\underhang\cage_fault\0g\52.8384.csv,underhang,underhang,True,76.4418374529201,169.6628999998211,57.64849999832222,227.31139999814332
data\mafaulda\underhang\cage_fault\0g\53.6576.csv,underhang,underhang,True,82.66063527180785,178.7869000036153,58.020899996336084,236.80779999995138
data\mafaulda\underhang\cage_fault\0g\55.0912.csv,underhang,underhang,True,91.93641774891773,177.8961000018171,57.76979999791365,235.66589999973075
data\mafaulda\underhang\cage_fault\0g\55.9104.csv,underhang,underhang,True,93.48536833536834,169.87620000145398,56.9519000055152,226.82810000696918
data\mafaulda\underhang\cage_fault\0g\56.5248.csv,underhang,underhang,True,91.11645058645057,167.07270000188146,55.953800001589116,223.02650000347057
data\mafaulda\underhang\cage_fault\0g\57.7536.csv,underhang,underhang,True,85.77327626130544,174.02649999712594,57.785500001045875,231.8119999981718
data\mafaulda\underhang\cage_fault\0g\58.5728.csv,underhang,underhang,True,91.433285002035,174.58529999566963,57.81890000071144,232.40419999638107
data\mafaulda\underhang\cage_fault\0g\58.9824.csv,underhang,underhang,True,85.87608225108225,169.71829999965848,59.393600000476,229.11190000013448
data\mafaulda\underhang\cage_fault\0g\60.2112.csv,underhang,underhang,True,79.33399470899471,173.43530000653118,57.41929999931017,230.85460000584135
data\mafaulda\underhang\cage_fault\0g\61.2352.csv,underhang,underhang,True,96.06560606060606,172.47409999981755,56.83520000457065,229.3093000043882
data\mafaulda\underhang\cage_fault\20g\13.312.csv,underhang,underhang,True,44.77356438825213,180.7487999976729,57.5717000028817,238.3205000005546
data\mafaulda\underhang\cage_fault\20g\14.1312.csv,underhang,underhang,True,57.68500594026338,184.73159999848576,57.04220000188798,241.77380000037374
data\mafaulda\underhang\cage_fault\20g\15.5648.csv,underhang,underhang,True,82.48744695893642,182.46540000109235,59.81220000103349,242.27760000212584
data\mafaulda\underhang\cage_fault\20g\16.384.csv,underhang,underhang,True,59.37049815223284,217.9684999937308,56.35100000654347,274.3195000002743
data\mafaulda\underhang\cage_fault\20g\17.408.csv,underhang,underhang,True,67.79063312634071,171.92980000254465,56.6328999993857,228.56270000193035
data\mafaulda\underhang\cage_fault\20g\18.6368.csv,underhang,underhang,True,72.01515021771263,173.72620000242023,63.08290000015404,236.80910000257427
data\mafaulda\underhang\cage_fault\20g\19.456.csv,underhang,underhang,True,77.38256691832532,178.99739999847952,58.95270000473829,237.9501000032178
data\mafaulda\underhang\cage_fault\20g\20.2752.csv,underhang,underhang,True,86.4,185.1066000017454,57.932800002163276,243.03940000390867
data\mafaulda\underhang\cage_fault\20g\21.2992.csv,underhang,underhang,True,83.95982142857143,172.11520000273595,57.664300002215896,229.77950000495184
data\mafaulda\underhang\cage_fault\20g\22.3232.csv,underhang,underhang,True,73.90444862155388,172.2077000013087,56.3384999986738,228.5461999999825
