file,label,ch1_rms,ch1_std,ch1_kurtosis,ch1_peak_to_peak,ch1_crest_factor,ch1_dominant_frequency,ch1_dominant_amplitude,ch1_spectral_centroid,ch1_spectral_bandwidth,ch1_spectral_energy,ch2_rms,ch2_std,ch2_kurtosis,ch2_peak_to_peak,ch2_crest_factor,ch2_dominant_frequency,ch2_dominant_amplitude,ch2_spectral_centroid,ch2_spectral_bandwidth,ch2_spectral_energy,ch3_rms,ch3_std,ch3_kurtosis,ch3_peak_to_peak,ch3_crest_factor,ch3_dominant_frequency,ch3_dominant_amplitude,ch3_spectral_centroid,ch3_spectral_bandwidth,ch3_spectral_energy,ch4_rms,ch4_std,ch4_kurtosis,ch4_peak_to_peak,ch4_crest_factor,ch4_dominant_frequency,ch4_dominant_amplitude,ch4_spectral_centroid,ch4_spectral_bandwidth,ch4_spectral_energy,ch5_rms,ch5_std,ch5_kurtosis,ch5_peak_to_peak,ch5_crest_factor,ch5_dominant_frequency,ch5_dominant_amplitude,ch5_spectral_centroid,ch5_spectral_bandwidth,ch5_spectral_energy,ch6_rms,ch6_std,ch6_kurtosis,ch6_peak_to_peak,ch6_crest_factor,ch6_dominant_frequency,ch6_dominant_amplitude,ch6_spectral_centroid,ch6_spectral_bandwidth,ch6_spectral_energy
data\mafaulda\underhang\cage_fault\0g\44.4416.csv,underhang,0.7308522256779212,0.7307094704541939,3.046415826938318,6.8926,5.1961256544821,0.440492,0.2160565858779937,0.14635206180627794,0.13635578968396353,0.2669681652496526,0.45617649969810753,0.456176194008642,2.838716728967918,4.2232,4.845931346701018,0.440492,0.18463960393221,0.13751030425717495,0.13314064245481613,0.10404836047443966,0.33858469280511044,0.3385844478885488,3.7778751678926974,4.8651,7.601643115984917,0.0043479999999999994,0.01940950431417218,0.13471199588137905,0.1000641691500865,0.05731971585167014,0.6098311192210564,0.6095224338244327,2.8411167821906753,4.1355,3.6387123085330253,0.002608,0.23078626628658933,0.06158987983482898,0.11391648194817754,0.18575879880590723,0.02884181246301507,0.028550092895838267,2.0391297128802637,0.148533,2.577785284387404,9.2e-05,0.0022985272061795035,0.09463419835633492,0.12691757489546018,0.00040755420823945917,0.3791465967243981,0.37913635126313805,2.9840634753019333,3.0092999999999996,4.09524973454828,0.000868,0.08759853994014237,0.06844411213697035,0.11236867524195,0.07187218805394019
data\mafaulda\underhang\cage_fault\0g\45.4656.csv,underhang,0.7393366504505148,0.7392207966552629,3.0623234786102085,6.711600000000001,4.947543175732333,0.440488,0.1780699183917306,0.14773002511803587,0.13737934153824127,0.27322369313298145,0.47410558478147063,0.4741055835616964,2.882519396792013,4.2353000000000005,4.583789074206568,0.440488,0.1592453525960534,0.13785996045823523,0.13441426027751194,0.11238805254332669,0.35513403432116764,0.355133755311282,3.7845227478876975,5.3698,8.041189306607858,0.004432,0.02459449820769417,0.13432786424782212,0.10016720327718333,0.06305999424135984,0.6941964899728528,0.6925989946383272,2.976249418708314,5.2905999999999995,3.811456897055652,0.00266,0.2560553132102477,0.06192246730453702,0.1142125175879862,0.23984668369614212,0.028937436581904764,0.028692709250766057,2.040305775448291,0.153706,2.702105264523835,0.0034639999999999996,0.002252440004949466,0.09812103550706465,0.1292715446350145,0.0004116359826554952,0.4150050745985621,0.4144341406993104,3.1537270998762588,3.6588000000000003,4.841627542649809,0.002532,0.10687538098618964,0.06840216694640389,0.11171769894124256,0.08587782862697006
data\mafaulda\underhang\cage_fault\0g\46.4896.csv,underhang,0.7477263633194491,0.7476576786752073,3.181503190808127,6.9671,5.0947782322114,0.440488,0.205484520539413,0.14294567232680794,0.13577733335499448,0.2794960132935684,0.47979549623243106,0.47979537315817905,2.8816395729969564,5.0377,5.515474864246089,0.440488,0.19211504600203422,0.13244675868273753,0.13060569742744488,0.11510180033895931,0.36903484008685394,0.3690347597302006,3.6840576616670933,6.0768,8.568296690900457,0.004548,0.025549736259222508,0.13376928935943275,0.10032343417938418,0.06809332718969349,0.7758726905591957,0.7745695488849964,2.6510026097135473,5.5046,3.7436554153390786,0.002728,0.3194997833787218,0.05561214673176103,0.10895358991579228,0.29997899327337624,0.029175476331018944,0.02906601849237044,2.092842906059921,0.157016,2.7941960157102006,0.000908,0.0024425401363187705,0.09536490177635162,0.12826001962472072,0.0004224167991305893,0.41563841724404804,0.4151446669887206,3.0553732437628196,3.6409000000000002,4.431496038720002,0.000908,0.08609364830787523,0.064378882767972,0.10904135801600742,0.08617254738425247
data\mafaulda\underhang\cage_fault\0g\47.5136.csv,underhang,0.7581362004648761,0.7580249212563612,3.1916763449248386,7.0305,5.263038484413533,0.44045999999999996,0.19453769659446968,0.14323033783376124,0.13431229471938103,0.28730089109015156,0.4957258942497416,0.4957256134921114,2.940341748607139,5.1574,5.202270104092141,0.44045999999999996,0.19881350396342198,0.1312627383700196,0.1290822245920948,0.12287194582873576,0.39820710034688683,0.398206874406864,3.689857445579282,5.7942,7.302732665330439,0.0036079999999999997,0.03593679083663625,0.13368070752639108,0.09988888372873073,0.07928436400679116,0.7445776096456078,0.7435620010666576,2.7879202679481594,5.7125,4.098833969829836,0.0027879999999999997,0.3252988036390064,0.05736816282318826,0.10947955435645888,0.27644222476434815,0.029124157329293354,0.029032886413710313,2.109644101223461,0.166508,3.1984101248645165,0.000928,0.0024444777682692373,0.09495210969940444,0.12780187201186002,0.0004214543787887278,0.4251310393041866,0.4243985954159359,3.2024093019183915,3.774,4.865088192334026,0.000928,0.08751314291007987,0.06418617099235732,0.10778354062930738,0.09005708393768841
data\mafaulda\underhang\cage_fault\0g\48.5376.csv,underhang,0.7955853365502594,0.7954652143229995,3.1969344996427562,7.3774999999999995,5.297483256472768,0.44045599999999996,0.15607805570727842,0.13837619419549635,0.13203311221839636,0.31638245616434924,0.5081337781257488,0.5081336210976539,2.984762322270492,4.9891000000000005,4.968967048040372,0.44045599999999996,0.18994392284593528,0.12926470142986465,0.12815931421078233,0.12909988844614548,0.41953884849956796,0.41953862940705794,3.480807312077848,5.4192,7.423388824171948,0.003676,0.053492207156907154,0.13285936597645984,0.09968388104987018,0.08800633133329434,0.7363037395730159,0.7352783078670277,2.8732629606445474,5.416399999999999,3.999436430008833,0.002848,0.3033374860677957,0.05674201191421271,0.10852836101103658,0.2703170950607466,0.029560633339882784,0.029476847847873796,2.1467060312578354,0.17614000000000002,3.2523322003745676,0.000948,0.0029221216937713036,0.09603705876696192,0.12882172998156174,0.00043444249750929315,0.44771727992978483,0.44735922301504116,3.2498787545400702,3.9175,4.441642278957172,0.000948,0.0938615811267938,0.06291944734751677,0.10642720364146985,0.100065137374535
data\mafaulda\underhang\cage_fault\0g\49.7664.csv,underhang,0.8118963958311207,0.8117651201486488,3.102693059147046,8.0841,5.594186675494645,0.007731999999999999,0.13750600034730825,0.1377162469889336,0.13117912533816228,0.32948131462358077,0.5305738400922729,0.5305737731994395,2.9825293777309727,5.3231,5.167047057967495,0.44045999999999996,0.1779923438304943,0.13095947962162358,0.1302332370062714,0.14075426649172318,0.4382010677665067,0.43820093186009124,3.367850633769948,6.1152999999999995,8.01184720314175,0.0037879999999999997,0.048442444540673375,0.13314174922625774,0.10001568834355143,0.09601003867955392,0.6797577233927465,0.6791204799044375,3.0061409904649032,5.2295,4.310212151684752,0.0029159999999999998,0.18521022541602505,0.05737603870975908,0.10903059876700963,0.23060231321250363,0.029632481128168745,0.029552633685871965,2.1422046536917034,0.165103,2.847280973548569,0.000972,0.0033742541506626158,0.0911128059064232,0.1250962554125577,0.0004366792628503649,0.44412771731967243,0.443648250377605,3.206361757980452,4.2309,5.129155219662715,0.000972,0.10474335221412026,0.06333888773918447,0.10675540869047694,0.0984118855998247
data\mafaulda\underhang\cage_fault\0g\50.5856.csv,underhang,0.8080752864331783,0.807940157084448,3.129696070092759,7.4551,5.118458723994374,0.007856,0.12747445193763215,0.13835883109631755,0.1303953976510638,0.32638368120353595,0.5448842429927853,0.5448842195536935,3.042993111543509,6.2089,6.351991352061595,0.44045199999999995,0.1900649549051038,0.13023726857108078,0.12869160431135304,0.1484494067549293,0.4417188361876508,0.4417185858786802,3.2326135526631754,5.3309,6.313518398803151,0.0038599999999999997,0.040994434435671245,0.13369759678269363,0.09906799495017136,0.09755766466043897,0.6763675198769638,0.6751347814754695,2.780556083304181,4.6023,4.023404317363855,0.002964,0.2593795321731704,0.059515135756387026,0.11042047153829321,0.2279034868885426,0.029630099404842295,0.029532175895011947,2.1712961701474764,0.172239,3.1522337609678277,0.000988,0.004075960650309689,0.09281106521545887,0.12633534452022913,0.0004360748704729242,0.4408678760910345,0.4406414276032555,3.033034010114767,3.5867,4.085577782536175,0.000988,0.11010836850429029,0.0657314193716418,0.10804018342813727,0.09708243404178427
data\mafaulda\underhang\cage_fault\0g\51.6096.csv,underhang,0.7874713325090568,0.7873473630231901,3.16834239117358,7.5459,5.2834939225216795,0.009075999999999999,0.09979104097457914,0.13820856276187132,0.13053706906856208,0.30995794220006595,0.5391653059035459,0.5391650678358316,3.003604990873314,5.4539,5.333243752855806,0.440448,0.13087092145859713,0.13301065429804038,0.130386693814006,0.1453494855326865,0.4371556493077673,0.43715548230268947,3.2660271817595232,4.9233,5.984596112492824,0.001008,0.03681082742119341,0.13452336948335997,0.09965670340477081,0.09555245853150432,0.7007623960852521,0.7004900163973836,2.827152712273154,4.922499999999999,3.861223168836674,0.0030239999999999998,0.21924446713707188,0.05861347383400988,0.11009026748265817,0.24534313156336676,0.02957335428648336,0.02947011329905319,2.1573527449125436,0.177244,3.337734323608381,0.001008,0.003984963125423393,0.09228210566739244,0.12597235875387297,0.00043424396223707215,0.4394700640159146,0.43941439581991826,2.975822816382919,3.907,4.475845252297286,0.001008,0.10317193918073507,0.06502262029828537,0.10801860268809559,0.09654250570370289
data\mafaulda\underhang\cage_fault\0g\52.8384.csv,underhang,0.7586834356643458,0.7584867389964647,3.250067750167748,7.543699999999999,5.685243405445524,0.0023439999999999997,0.10504271534046507,0.13621715549089305,0.1299320244009849,0.28765106924826206,0.5253905597560672,0.525390007827822,2.902829553811728,4.7456,4.529202048571068,0.440448,0.1545716756795478,0.13491319976019225,0.13231012514173326,0.1380173333755537,0.4333176818281615,0.4333176299322084,3.2130952645509163,5.5230999999999995,7.299494416949236,0.004932,0.03159625961284443,0.1338661233517187,0.09912629958955871,0.09388211278719902,0.6166130408606318,0.6165401363634583,3.017446415051256,4.7473,3.8891490135595568,0.0030919999999999997,0.12889306302678186,0.060429198408608734,0.11302462538887424,0.19006086993896207,0.02959395485037129,0.029517259259704068,2.146410292114333,0.180032,3.4463119299544793,0.001032,0.0028757388719318914,0.0947011906585889,0.12816395453823684,0.0004356343387668705,0.40486323472753755,0.40486323338281743,3.0013922343857335,3.3544,4.387654514386088,0.001032,0.07186089825429062,0.06655137134524597,0.11055586576641038,0.0819571188820838
data\mafaulda\underhang\cage_fault\0g\53.6576.csv,underhang,0.787204008559364,0.7870051475841017,3.8440178836716,14.0635,13.730875200201412,0.00524,0.11905152243384381,0.13491644069053532,0.127772704280886,0.3096885535703326,0.5328785268554294,0.5328784883643869,2.9257154657934126,5.375,5.266115743175206,0.440444,0.19615645943974228,0.13108815012747535,0.12656030265229568,0.1419797453391995,0.44364440286389945,0.4436443376419752,3.1982855939732047,4.928100000000001,5.739732053392338,0.0041919999999999995,0.03921779860924008,0.1348573084560606,0.09913907498561539,0.09841015172990034,0.6106605694569239,0.607253346958265,3.092468548893172,4.9262,4.441256133448757,0.0031439999999999997,0.1631077195411558,0.059245269221154306,0.11023372256001238,0.18437831388868214,0.029888217175788597,0.029564733460959378,2.1609790810272433,0.170564,3.0648867128721395,0.0010479999999999999,0.003920917921710312,0.09239501529388237,0.12602526560298857,0.0004370369027326143,0.40768270664068024,0.4056886672569596,2.894157896356095,3.6891,4.553295907105424,0.0010479999999999999,0.08730521147561598,0.06596179131615529,0.10785005866217036,0.0822916478561118
data\mafaulda\underhang\cage_fault\0g\55.0912.csv,underhang,0.8290318145738214,0.8288412602765739,3.1548181573599914,7.4312000000000005,4.947578521596055,0.005372,0.2234211081266875,0.1358695188949192,0.12732387155791125,0.34348892071884024,0.5344835134238041,0.5344834757389346,2.942048939238974,5.1545,4.914276930046075,0.44044,0.16701810468966904,0.1331123903314245,0.12826123999501246,0.14283629346483437,0.46523632110364366,0.4652360894222779,3.159823571734506,5.6105,6.3391439266176155,0.005372,0.05980573963665799,0.13524500607605378,0.09880463122693225,0.10822231035928952,0.6647444891319672,0.6646837542239707,2.9178690752363723,5.0235,3.8855530836881886,8e-06,0.17442473768357955,0.05947053241235586,0.11076451987437964,0.22090224658821153,0.029905955401374935,0.029679108165236435,2.176083105720408,0.180043,3.27637082170791,0.001076,0.0028557036920291243,0.09415375548972478,0.1278469099711564,0.00044042499831366754,0.4458586009154916,0.4455072161836648,2.79542971162582,3.9429,4.666053307621882,0.005372,0.1105972254959862,0.06661299093569015,0.10832589233932001,0.09923834018666884
data\mafaulda\underhang\cage_fault\0g\55.9104.csv,underhang,0.8691169180287726,0.8689855746523516,3.247079541624757,8.1307,5.216904544629064,0.005451999999999999,0.24060022018530516,0.1344670318428791,0.12652696157788682,0.377567967016654,0.5434692360820088,0.5434690718754767,2.993176299814045,5.6372,5.298551984708141,0.440428,0.2019249089387648,0.12879193830168423,0.12456525246003729,0.1476793204518873,0.47621606968340946,0.47621597878971705,3.183021876469872,5.0242,5.5170334785109985,0.005451999999999999,0.058681297533652095,0.1349415824684362,0.0988008979961234,0.11339083576341592,0.6661000046540858,0.6660999794344811,2.907642378750242,4.8582,3.7261672155614494,0.0032719999999999997,0.15949763910730239,0.05743830818751365,0.10827836315300372,0.2218445916536789,0.029291576762149885,0.02919085284701954,2.1667197805523783,0.17737999999999998,3.3427015711988397,0.00246,0.0024028982207340995,0.09324810609309549,0.12653535781286024,0.0004260533055183202,0.45785228736222333,0.45772844208683455,2.8614813321849932,3.7513,4.306629133446647,0.005451999999999999,0.111938849626685,0.06433072246269383,0.10564028291987647,0.10475766335579814
data\mafaulda\underhang\cage_fault\0g\56.5248.csv,underhang,0.8834243525466263,0.8832834879688877,3.20190767335342,7.588900000000001,4.613185031395867,0.005528,0.2619210860614746,0.14161710020624693,0.12659169794555494,0.3900948608881395,0.5572743810157854,0.5572743103867953,3.028697852138836,5.7879000000000005,5.224176991899286,0.44042,0.17774544475743545,0.13807040434732842,0.1267759981143551,0.15527733284518275,0.4978701391141523,0.49787005548338764,3.2279693660219286,5.1129,5.43716079111067,0.003316,0.06669024228903611,0.13822864303407992,0.0975371918400178,0.12393729807190937,0.7327480864818533,0.7318733222830711,2.7325139675677135,5.2988,3.870361522511049,0.003316,0.2343785015411727,0.06982526318734919,0.11836254653451608,0.2678192799410783,0.029659693463270576,0.02947883374044637,2.1867994431895816,0.174254,3.2261290830898486,0.003316,0.0032135116745910263,0.09507176174717548,0.1271402943379939,0.0004345011512990658,0.4870641466183654,0.4864564156206861,2.825608099401367,4.0062999999999995,4.200678727401909,0.005528,0.13161971215007465,0.07521572480231561,0.11217394887068362,0.11831992227805206
data\mafaulda\underhang\cage_fault\0g\57.7536.csv,underhang,0.9145926612082521,0.9144466351052062,3.4358245129399667,8.151,5.241349731740678,0.0056359999999999995,0.22162684396291757,0.13917501318478673,0.12614197015610557,0.41810632863507424,0.5672000543114016,0.567200031141591,3.0864669597556618,5.9773,5.4774324787821245,0.44040799999999997,0.1988564016222467,0.13265278286141147,0.12329615483577976,0.16085793781959729,0.5066590804452212,0.5066589449583295,3.2592291100036124,5.4761,5.867061529423599,0.004508,0.061491612507825866,0.13735037194480212,0.0977839273802551,0.12835165297037762,0.6707657653004313,0.6683214050219591,3.0667068818678413,5.187,4.280629913015764,0.0033799999999999998,0.16876191987599834,0.06267353700069868,0.11189559300243308,0.22332675041880123,0.02928381034949329,0.029179969521174725,2.1374225704861565,0.20566500000000001,4.322866391255119,0.0011279999999999999,0.002860594121576583,0.09696353685030148,0.12878419637666522,0.0004257355871220415,0.4472530579730318,0.4457212870769599,3.255254407778038,5.1541999999999994,5.920809153120631,0.0056359999999999995,0.12399041484693867,0.07024287234428965,0.1094589637682621,0.09933373287690642
data\mafaulda\underhang\cage_fault\0g\58.5728.csv,underhang,0.9211688846367544,0.9209980560916226,3.3254296700967165,9.3372,5.489004333277015,0.0053479999999999995,0.1919884420914886,0.14075481197690792,0.12579885233081503,0.4241187127024061,0.5571775903114956,0.5571774548293056,2.9764013774374307,6.051500000000001,6.3520142606348795,0.44039999999999996,0.20631000894426613,0.1359424709953498,0.12323997962456362,0.15522336514650376,0.5193338068514579,0.519333724755761,3.2177718390377112,6.1825,6.1280431918761415,0.003436,0.07101960391693704,0.1395533677004164,0.09721757882804159,0.1348537590762006,0.7454874735443557,0.7454707860718818,2.9898408974824497,6.1137,4.132732083262049,0.003436,0.22778929182522956,0.0655789022955224,0.11501285853161394,0.27786334647670774,0.029509007704620175,0.029426475500450796,2.164516097779137,0.182029,3.4338667254049433,0.003436,0.003135892293985966,0.09947609837782143,0.1302747553615533,0.0004329590967078722,0.4687997401291726,0.46875930773362384,2.8496890948432068,3.627,3.9927496527301214,0.005728,0.10748262546739325,0.073957710322621,0.11257918677049171,0.10986764437842449
data\mafaulda\underhang\cage_fault\0g\58.9824.csv,underhang,0.8498280464658982,0.8497067489254287,3.368689908758657,7.824,5.513938989111301,0.0046159999999999994,0.11809961388493889,0.1384459135058702,0.1276550055650005,0.36100078489462384,0.5428018572742945,0.5428016092857408,2.9389053405042347,4.8444,4.701162984857622,0.44038,0.1913975024261182,0.1350008739085933,0.12779465677036644,0.1473167945009753,0.4894739885742782,0.48947375086749056,3.0983318402168227,5.1257,5.5712868571136465,0.0046159999999999994,0.056147307214004766,0.13663347415481134,0.09638380539498227,0.11979228194144426,0.7844180631361308,0.7844175415521428,2.7902759384469946,5.4114,3.5678678643042883,3.6e-05,0.2573460908781404,0.06017935492890188,0.11213463773376363,0.3076554397520017,0.02904634522045242,0.028940522648708437,2.108150762665525,0.163005,2.9502506788577025,0.00246,0.0023710676670079547,0.0972050083804802,0.12896197073654647,0.0004187769946732349,0.4800417713303107,0.4800214552000045,2.8229074979526376,3.6662,3.8613306389506428,3.6e-05,0.13347162856860684,0.07048408632546439,0.11219031741256197,0.11521029883408822
data\mafaulda\underhang\cage_fault\0g\60.2112.csv,underhang,0.8210692398567196,0.8209556719342519,2.8560041925650386,6.813,4.166274698319374,0.007064,0.1736612970211142,0.1410384070626736,0.12742440595791488,0.3369841093642051,0.542150046887363,0.5421499873619406,2.9853898921407107,5.0021,4.625841155849713,0.440376,0.14371110891338498,0.13749171321648818,0.1283672193159746,0.14696330446601003,0.48145306885365935,0.4814529550233053,3.137775355568161,5.129,5.851660694827079,0.003532,0.05320646664334788,0.1370791191456182,0.09549418995222397,0.11589847503393466,0.7775374090237441,0.773632439837349,2.758857576628301,5.329700000000001,3.7376979755548736,1.2e-05,0.31859833836714563,0.05839164322265236,0.11005484931207109,0.2992535760824843,0.029089094775982465,0.028998665057955002,2.1103827715844394,0.167329,3.128560733429362,0.001184,0.002534634922924758,0.09589477409951297,0.12794590972652456,0.00042046132976677255,0.631865250540517,0.6294631202331014,2.568991670339391,4.4888,3.555346646650912,1.2e-05,0.31760971680994254,0.06853631541142549,0.1106334284797375,0.19811190990689528
data\mafaulda\underhang\cage_fault\0g\61.2352.csv,underhang,0.8370895810337131,0.8370163946148717,3.046448256366586,7.2185,5.0421126903570945,0.008376,0.18188908265667542,0.14258537598773344,0.12817279688655162,0.35029824059282993,0.5642093089668404,0.5642082648798132,2.977395203356657,5.4812,5.508239495622762,0.44035599999999997,0.1915525515013006,0.13558639770248995,0.1267374202445635,0.1591654832155349,0.4739839000640778,0.47398369704992216,3.1557011860539763,4.682,4.960084085527294,0.003588,0.04875403200239797,0.13664946852280235,0.09582852692147056,0.11233029511896866,0.6397019347617984,0.6394985554671853,2.8444574443770723,4.6273,3.7858256603885487,0.002392,0.16880837285903436,0.0578613055415764,0.10897820420097634,0.20447920125996902,0.02881850980956344,0.02870376056789316,2.0582910497509572,0.16228599999999999,3.0893686134151928,0.001196,0.0025337044550704855,0.098953004391829,0.12988077709578433,0.00041195320223898083,0.44646486305517097,0.44550694311665495,3.2392278273459807,4.0527,4.8731718429627575,4.8e-05,0.0904138639465988,0.06901132984009115,0.1102833017563687,0.09923821976550429
data\mafaulda\underhang\cage_fault\20g\13.312.csv,underhang,1.1073383746014533,1.107219773100886,2.2878699221633254,7.1739999999999995,4.108680872932479,0.440172,0.4455490271466343,0.21312844800771286,0.1794500795826309,0.6129678135609486,0.30323054136587263,0.3032303823461541,2.207900937120921,2.31021,5.119207295201512,0.440172,0.12575009756196787,0.21215651330836124,0.176401549468159,0.04597433500051566,0.06633507935294022,0.06633178925112711,3.6214057582530073,0.82725,6.951374805047609,0.440172,0.011654572686229367,0.11680379144441771,0.11521443996104017,0.0021999531335055037,0.5867722830161334,0.5867287052913078,2.842308833813327,3.6654999999999998,3.1277891829746824,9.6e-05,0.21409813538833922,0.06590708878353732,0.1313654172903383,0.1721252868216341,0.08266593025866834,0.08256049966063833,3.295659390063769,0.61953,4.740768032242989,9.6e-05,0.027958092664797173,0.07258431333828899,0.1213396017686783,0.0034081180527642378,0.11596170383376952,0.11590293055856019,2.9169736099517425,0.90093,4.2579574398286395,9.6e-05,0.03406605234596033,0.12006812748625402,0.15667173673678667,0.006716744681208679
data\mafaulda\underhang\cage_fault\20g\14.1312.csv,underhang,1.1609220832252238,1.1601902632193628,2.1962328915610323,7.1831000000000005,3.7710541154152235,0.44028,0.559957038827042,0.21009936426182363,0.17822065862793907,0.6730207265494423,0.3354560146191757,0.3354554790408271,2.091588749880488,2.44269,5.043284143872861,0.44028,0.16665989031349315,0.20831863699782896,0.17592291679958136,0.056265189378562355,0.07258203351209178,0.07258104703031128,3.630772639640219,0.8587100000000001,6.05521749843589,0.44028,0.015715968323418428,0.1190034102310785,0.11527795501449223,0.002634004331928288,0.7847154306645628,0.7843954541511106,2.9273923778344995,5.4511,4.050512931679104,9.999999999999999e-05,0.2678145924582329,0.0648285829612576,0.12954144656712083,0.3076381143107504,0.030989530075509055,0.030759433430675647,2.440608674233846,0.218439,4.367281440973856,9.2e-05,0.004965012064309335,0.099259417230137,0.13065096948181276,0.00047307137507214146,0.23019228067810996,0.2301792574432284,2.621644945980611,1.55653,3.663719726609525,9.999999999999999e-05,0.06737717818266724,0.11293298905745089,0.15624709372355905,0.026491245307010112
data\mafaulda\underhang\cage_fault\20g\15.5648.csv,underhang,1.0739879568381159,1.0739009355926983,2.1917197597941107,6.723000000000001,3.8492051733855757,0.440332,0.6443770922826707,0.20096938720701735,0.1727437971159339,0.5766316155961492,0.33597697320889697,0.33597695409200423,2.0745603798712304,2.31183,4.481854768706333,0.440332,0.20781172661841546,0.1978698731076501,0.17239389407670044,0.05644025880634948,0.08460967080740331,0.0846086486141767,3.6443126719039416,0.97243,5.777117376274185,0.440332,0.019253385677910156,0.11662713033251361,0.10790847282191421,0.0035793117224026186,0.6353928072485898,0.6295655239302251,2.648985529184387,4.0321,3.178191469347425,0.00030399999999999996,0.15340106481765894,0.06520921645888576,0.12838112784368155,0.19817637451007672,0.030020321883375937,0.02956435185692521,2.186207383327922,0.169589,2.8510353768822263,0.00030399999999999996,0.0035062881021816735,0.09974159995225028,0.13068425172691495,0.0004370254580305851,0.2234393646270244,0.21643645938391032,2.656194141445203,1.4434300000000002,3.295972493028344,0.00030399999999999996,0.06282526737235078,0.10616891568771993,0.14968672170917777,0.02342237049513289
data\mafaulda\underhang\cage_fault\20g\16.384.csv,underhang,0.9627380593489672,0.9627372062409958,2.17919059089553,6.4703,4.001815407822488,0.440372,0.5588754126349845,0.19664933733941978,0.17318166132144014,0.46343146470137625,0.33475717181461173,0.334757072340774,2.090211280180594,2.31342,4.480859936236445,0.440372,0.19965733019546814,0.1965647667502827,0.1716340850131613,0.056031148863545516,0.09309093009071993,0.09309087313590042,3.4912409237910893,1.05191,6.036570897387163,0.00031999999999999997,0.02624918248163867,0.11859126304186694,0.10694595994944865,0.004332955382798211,0.6780828545706435,0.678082458871061,2.6277468723709783,3.8289,2.9241264343176465,9.6e-05,0.23169932666123524,0.06379900290565638,0.12715691063540613,0.22989791053753275,0.03078217895428891,0.030585527631436505,2.2606380890217896,0.17858000000000002,3.0888976323705712,9.6e-05,0.004617761526747015,0.09682108563778218,0.12904811575385133,0.00046773731550425767,0.2080816806888484,0.2080763498384601,2.7973446884316564,1.52427,3.8875118507950455,0.00031999999999999997,0.06920983019604766,0.10553299086048816,0.14874424651435475,0.02164788368357832
data\mafaulda\underhang\cage_fault\20g\17.408.csv,underhang,1.0262119083799575,1.026162272710195,2.169537558461441,6.9878,4.093988741782423,0.44040799999999997,0.5832210204537591,0.19609140458545993,0.17206609096136763,0.526504513039225,0.3377090044408661,0.3377089795108349,2.115185622882762,2.50827,4.536153846660683,0.44040799999999997,0.19675434099569541,0.1932147448329001,0.1702313101829103,0.057023679604198095,0.1111138131908804,0.11111380765421762,3.2872009971546494,1.20254,5.545035146863855,0.00033999999999999997,0.04154579979675182,0.11914468088226877,0.10574905085298059,0.00617313917955266,0.8847222682020887,0.8842328289708052,2.31928818687874,5.0266,2.9798051823194696,4.4e-05,0.45955694194801205,0.0650661037293126,0.12699719894931383,0.3909338479189855,0.03190446633410041,0.031358896216940955,2.237860952006489,0.16991,2.668654565211527,4.4e-05,0.0061564968141034635,0.09605976070077386,0.12824339259417694,0.0004916901990539842,0.2685647798728625,0.26708508300251854,2.400763400153412,1.59891,3.018638557453134,4.4e-05,0.11787142574692365,0.10296925552369213,0.14531157400702582,0.035667220781306797
data\mafaulda\underhang\cage_fault\20g\18.6368.csv,underhang,1.1867914607538177,1.1861925866438363,2.2018973031274225,7.4379,3.778001568004437,0.44045199999999995,0.5907991863091903,0.20326138117731726,0.17267612193843745,0.7035264286750779,0.35150114994804743,0.3515010903462188,2.1759326822662493,2.5099,4.216486915611538,0.44045199999999995,0.17640866673691688,0.19454208424066585,0.17114167143096318,0.06177651076151025,0.15300066203140766,0.15300058586996554,2.742814400658273,1.32816,4.7954040837408085,0.00036399999999999996,0.08498401824916811,0.12287182060261488,0.10804108924956583,0.011704589729611189,0.9602976609692199,0.950812071312213,2.346728902092275,5.8265,3.0701938779245674,4.4e-05,0.35446320192528485,0.06381880165698055,0.12664304090243075,0.4520217974783478,0.030830498592705577,0.030598998895411792,2.2401429982907413,0.18099900000000002,3.229529336921091,0.00036399999999999996,0.004842207077367238,0.09775689047354709,0.1290122197602887,0.0004681493868766136,0.33106499517320004,0.31926103260597444,2.5792326282818197,2.0506,3.1419812268029443,0.00036399999999999996,0.1304505561472944,0.10167730241784374,0.14557921877715355,0.05096380347152383
data\mafaulda\underhang\cage_fault\20g\19.456.csv,underhang,1.1533265508113852,1.153195090248484,2.2236578234138316,7.3865,3.8151380426670483,0.440476,0.6787438993071536,0.19781102322707694,0.16944950658977476,0.6649294591295731,0.3765604327942089,0.3765603384593079,2.324313712972308,2.5358,3.954212577661659,0.440476,0.21037078547212798,0.1875342997201366,0.16812965599572735,0.07089884797467286,0.21603886953656626,0.216038612256292,2.271470274462173,1.49905,4.06783280008078,0.00037999999999999997,0.13472869732945145,0.12217975273907673,0.1066474507106617,0.023336341005193634,0.7032297387925645,0.6908957715876799,3.1534112663529643,4.9191,3.5369664598043906,6.4e-05,0.31199322656285394,0.0682969251349369,0.12802114532944348,0.23866848373591026,0.029568964484614726,0.02919566895587486,2.1396932513540685,0.16561700000000001,2.8273563573984477,6.4e-05,0.004231389239910784,0.10035096612309174,0.13067601516877284,0.00042619357457916913,0.3365834222744754,0.329452567330279,2.5078371610345984,2.29922,3.8760078877222015,0.00037999999999999997,0.17158455086476934,0.09938744407532668,0.14123477892550182,0.054269497196608014
